DocumentRatingSource,FlownYear,FlownMonth,AgentCode,AgentName,POS,POSCountryName,OriginCode,DestinationCode,CargoType,ProductCode,SpecialHandlingCodeList,CommodityCode,ChargeableWeight,Pieces,Revenue
AAAA,2017,SEPTEMBER,VFZB6JC,VFZBCXSME4IPQWOUEHNU0MSD4VLXPOOMDT,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,MGK,MNK3PXZ,1534,3225,43,1233.56
AAAA,2017,SEPTEMBER,VFZB6JC,VFZBCXSME4IPQWOUEHNU0MSD4VLXPOOMDT,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,MGK,MNK3PXZ,1534,3456,45,1321.92
AAAA,2017,SEPTEMBER,VFZB6JC,VFZBCXSME4IPQWOUEHNU0MSD4VLXPOOMDT,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,MGK,MNK3PXZ,1534,3870,48,1480.28
AAAA,2017,SEPTEMBER,VFZB6JC,VFZBCXSME4IPQWOUEHNU0MSD4VLXPOOMDT,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,MGK,MNK3PXZ,1534,462,6,192.12
AAAA,2017,OCTOBER  ,NSZGWJS,NSZGWDT2SDHE2LHGTJYDDMKEH,XCZ,DAWJPNQEVIFUNUSXQN,XCZ,ZZZ,ZZZ,DLJ,RWCBA,2337,27,1,65
AAAA,2017,OCTOBER  ,NSZGWJS,NSZGWDT2SDHE2LHGTJYDDMKEH,XCZ,DAWJPNQEVIFUNUSXQN,XCZ,ZZZ,ZZZ,DLJ,RWCBA,2337,9,1,65
AAAA,2017,OCTOBER  ,NSZGWJS,NSZGWDT2SDHE2LHGTJYDDMKEH,XCZ,DAWJPNQEVIFUNUSXQN,XCZ,ZZZ,ZZZ,DLJ,RWCBA,2337,48,1,67.24
AAAA,2017,OCTOBER  ,NSZGWJS,NSZGWDT2SDHE2LHGTJYDDMKEH,XCZ,DAWJPNQEVIFUNUSXQN,XCZ,ZZZ,ZZZ,DLJ,RWCBA,2337,150,2,77
AACC,2017,NOVEMBER ,SSNORJS,NVDHBH1ZNR0OZGSO1R3OVLXPOOMDT,XCZ,DAWJPNQEVIFUNUSXQN,XCZ,ZZZ,ZZZ,XGS,XGS,B2307,87,3,104.06
YYYY,2017,SEPTEMBER,WVCOFJC,WVCOF0JMTSUOZTWROZL4ISDIUKU2LWPJSERVLXPOOMDT,IKS,RWAYRM6OFWYIBVQEVIFUNUSXQN,IKS,ZZZ,ZZZ,DLJ,ENS,B2303,492,1,145.55
AABB,2017,SEPTEMBER,WVCOFJC,WVCOF0JMTSUOZTWROZL4ISDIUKU2LWPJSERVLXPOOMDT,IKS,RWAYRM6OFWYIBVQEVIFUNUSXQN,IKS,ZZZ,ZZZ,DLJ,OOY,B2308,6,1,56.42
YYYY,2017,SEPTEMBER,WVCOFJC,WVCOF0JMTSUOZTWROZL4ISDIUKU2LWPJSERVLXPOOMDT,IKS,RWAYRM6OFWYIBVQEVIFUNUSXQN,IKS,ZZZ,ZZZ,DLJ,ENS,B2345,507,1,158.44
AAAA,2017,SEPTEMBER,WSZN8JC,WSZNG0HKOPDM2FFHJFHH0NZNOJFLEBW1KTRVLXPOOMDT,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IQJ,ZZZ,ZZZ,DLJ,RWCBA,B2303,390,1,78
AAAA,2017,SEPTEMBER,WSZN8JC,WSZNG0HKOPDM2FFHJFHH0NZNOJFLEBW1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,DLJ,RWCBA,B2303,4038,5,807.6
AAAA,2017,OCTOBER  ,SBMA6JC,SBMAZSJMA4ZPQLR0UQABVQNRH0MSDGNZOAZOFS,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IQJ,ZZZ,ZZZ,DLJ,OVV3RLQ,B2303,1054.5,9,260.12
AACC,2017,OCTOBER  ,VDGEBJC,VDGEBNFQ3ZLNHTSGTJYDDMKEH,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,DLJ,RWCBA,9159,222,8,156.14
AACC,2017,OCTOBER  ,VDGEBJC,VDGEBNFQ3ZLNHTSGTJYDDMKEH,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,DLJ,RWCBA,0231,93,3,65.41
AACC,2017,NOVEMBER ,VDGEBJC,VDGEBNFQ3ZLNHTSGTJYDDMKEH,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,XGS,XGS,9159,52.5,2,96.93
AAAA,2017,SEPTEMBER,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,ENS3CNF7BJL3PXZ,B2391,1326,1,344.76
AAAA,2017,SEPTEMBER,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,ENS3CNF7BJL3PXZ,B2391,10845,12,2241.3
AAAA,2017,SEPTEMBER,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,ZXD3UNO7BJL3CNF,B2391,7497,9,1549.38
AAAA,2017,SEPTEMBER,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,ENS3RJH7MNJ3PXZ,B2391,1164,1,310.4
AAAA,2017,SEPTEMBER,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,ENS3RJH7MNJ3PXZ,B2391,1677,2,346.58
AAAA,2017,SEPTEMBER,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,ENS3RJH7MNJ3PXZ,B2391,12216,11,2524.64
AAAA,2017,SEPTEMBER,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,ENS3CNF7BJL3PXZ,B2391,10878,10,2248.12
AAAA,2017,SEPTEMBER,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,ENS3CNF7BJL3PXZ,B2391,1563,1,323.02
AAAA,2017,SEPTEMBER,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,ENS3CNF7ZXD3RJH,B2391,1365,1,364
AAAA,2017,SEPTEMBER,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,ENS3CNF7BJL3PXZ,B2391,9945,11,2154.75
AAAA,2017,SEPTEMBER,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,ENS3RJH7ZXD3CNF,B2391,8484,11,1838.2
AAAA,2017,SEPTEMBER,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,ENS3RJH7MNJ3PXZ,B2391,1653,2,358.15
AAAA,2017,OCTOBER  ,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,ENS3RJH7MNJ3PXZ,B2391,1161,1,321.21
AAAA,2017,OCTOBER  ,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,ENS3RJH7ZXD3CNF,B2391,11724,12,2618.36
AAAA,2017,OCTOBER  ,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,MNJ3PXZ7BJL3UNO,B2391,7092,9,1583.88
AAAA,2017,OCTOBER  ,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,ENS3CNF7BJL3PXZ,B2391,1056,1,299.2
AAAA,2017,OCTOBER  ,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,ENS3CNF7BJL3PXZ,B2391,1539,1,343.71
AAAA,2017,OCTOBER  ,NVDHBJC,NVDHBH1ZNR0OZGSO1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,MGK,ENS3CNF7BJL3PXZ,B2391,9711,12,2168.79
AACC,2017,SEPTEMBER,ZUZIFJC,WPKL4JSNUD0MSDGNZOAZOFS,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IQJ,ZZZ,ZZZ,DLJ,RWCBA,B2345,36,2,42.32
AAAA,2017,OCTOBER  ,WSZN8JC,WSZNG0HKOPDM2FFHJFHH0NZNOJFLEBW1KTRVLXPOOMDT,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IQJ,ZZZ,ZZZ,DLJ,RWCBA,B2303,546,6,138.32
AAAA,2017,OCTOBER  ,WSZN8JC,WSZNG0HKOPDM2FFHJFHH0NZNOJFLEBW1KTRVLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,DLJ,RWCBA,B2303,2184,3,553.28
AAAA,2017,SEPTEMBER,WSZN8JC,WSZNG0HKOPDM2FFHJFHH0NZNOJFLEBW1KTRVLXPOOMDT,YQP,RWAYRM6OFWYIBVQEVIFUNUSXQN,YQP,ZZZ,ZZZ,DLJ,RWCBA,B2303,990,33,214.5
AAAA,2017,SEPTEMBER,WSZN8JC,WSZNG0HKOPDM2FFHJFHH0NZNOJFLEBW1KTRVLXPOOMDT,YQP,RWAYRM6OFWYIBVQEVIFUNUSXQN,YQP,ZZZ,ZZZ,DLJ,ENS,B2303,519,1,112.45
AAAA,2017,SEPTEMBER,WSZN8JC,WSZNG0HKOPDM2FFHJFHH0NZNOJFLEBW1KTRVLXPOOMDT,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IQJ,ZZZ,ZZZ,DLJ,RWCBA,B2303,4866,6,1054.3
AAAA,2017,SEPTEMBER,WSZN8JC,WSZNG0HKOPDM2FFHJFHH0NZNOJFLEBW1KTRVLXPOOMDT,YQP,RWAYRM6OFWYIBVQEVIFUNUSXQN,YQP,ZZZ,ZZZ,DLJ,ENS,B2303,507,9,109.85
AAAA,2017,OCTOBER  ,WSZN8JC,WSZNG0HKOPDM2FFHJFHH0NZNOJFLEBW1KTRVLXPOOMDT,YQP,RWAYRM6OFWYIBVQEVIFUNUSXQN,YQP,ZZZ,ZZZ,DLJ,RWCBA,B2303,531,4,125.67
AAAA,2017,OCTOBER  ,DJQMSJC,DJQ3AHOYISV1HNHHSMAHLPMAZ0MSD4VLXPOOMDT,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IQJ,ZZZ,ZZZ,DLJ,OVV,B2308,165,1,47.05
AAAA,2017,OCTOBER  ,DJQMSJC,DJQ3AHOYISV1HNHHSMAHLPMAZ0MSD4VLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,DLJ,ENS,B2303,600,1,118
AAAA,2017,OCTOBER  ,DJQMSJC,DJQ3AHOYISV1HNHHSMAHLPMAZ0MSD4VLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,DLJ,RWCBA,B2303,270,4,53.1
AAAA,2017,OCTOBER  ,DJQMSJC,DJQ3AHOYISV1HNHHSMAHLPMAZ0MSD4VLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,DLJ,RWCBA,B2303,564,5,110.92
AAAA,2017,OCTOBER  ,DJQMSJC,DJQ3AHOYISV1HNHHSMAHLPMAZ0MSD4VLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,DLJ,RWCBA,B2303,594,9,116.82
AAAA,2017,OCTOBER  ,DJQMSJC,DJQ3AHOYISV1HNHHSMAHLPMAZ0MSD4VLXPOOMDT,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IQJ,ZZZ,ZZZ,DLJ,ENS,B2303,696,1,136.88
AAAA,2017,NOVEMBER ,DJQMSJC,DJQ3AHOYISV1HNHHSMAHLPMAZ0MSD4VLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,DLJ,RWCBA,B2303,1071,22,210.63
AAAA,2017,NOVEMBER ,DJQMSJC,DJQ3AHOYISV1HNHHSMAHLPMAZ0MSD4VLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,DLJ,RWCBA,7030,225,1,49.25
AAAA,2017,OCTOBER  ,DJQMSJC,DJQ3AHOYISV1HNHHSMAHLPMAZ0MSD4VLXPOOMDT,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IQJ,ZZZ,ZZZ,DLJ,RWCBA,B2303,201,1,48.37
YYYY,2017,OCTOBER  ,DJQMSJC,DJQ3AHOYISV1HNHHSMAHLPMAZ0MSD4VLXPOOMDT,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IQJ,ZZZ,ZZZ,DLJ,OWY,5188,297,1,58.41
AAAA,2017,NOVEMBER ,DJQMSJC,DJQ3AHOYISV1HNHHSMAHLPMAZ0MSD4VLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,DLJ,RWCBA,B2303,2112,15,415.36
AAAA,2017,NOVEMBER ,DJQMSJC,DJQ3AHOYISV1HNHHSMAHLPMAZ0MSD4VLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,DLJ,RWCBA,B2303,1518,6,298.54
AAAA,2017,NOVEMBER ,DJQMSJC,DJQ3AHOYISV1HNHHSMAHLPMAZ0MSD4VLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,DLJ,ENS,ZZZ,540,1,106.2
AAAA,2017,NOVEMBER ,DJQMSJC,DJQ3AHOYISV1HNHHSMAHLPMAZ0MSD4VLXPOOMDT,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,DLJ,RWCBA,B2303,537,4,105.61
AAAA,2017,SEPTEMBER,DJQMSJC,DJQ3AHOYISV1HNHHSMAHLPMAZ0MSD4VLXPOOMDT,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IQJ,ZZZ,ZZZ,DLJ,ENS3RUW,5530,1140,1,186.2
AAAA,2017,SEPTEMBER,DJQMSJC,DJQ3AHOYISV1HNHHSMAHLPMAZ0MSD4VLXPOOMDT,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IQJ,ZZZ,ZZZ,DLJ,ENS3RUW,B2303,2751,3,449.33
AAAA,2017,SEPTEMBER,DJQMSJC,DJQ3AHOYISV1HNHHSMAHLPMAZ0MSD4VLXPOOMDT,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IQJ,ZZZ,ZZZ,DLJ,ENS,B2345,1896,2,309.68
AAAA,2017,SEPTEMBER,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,ENS,B2303,3804,5,595.96
AAAA,2017,SEPTEMBER,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,RWCBA,B2303,2166,6,375.44
AAAA,2017,SEPTEMBER,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,RWCBA,B2303,2151,5,372.84
AACC,2017,SEPTEMBER,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,MGK,MNJ,B2303,432,2,218.88
AAAA,2017,SEPTEMBER,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,RWCBA,B2303,1401,2,242.84
AAAA,2017,OCTOBER  ,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IPO,ZZZ,ZZZ,DLJ,BLU,B2303,4278,9,855.6
AAAA,2017,OCTOBER  ,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IPO,ZZZ,ZZZ,DLJ,BLU,B2303,3798,40,759.6
AAAA,2017,OCTOBER  ,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IPO,ZZZ,ZZZ,DLJ,BLU3RUW,B2303,5337,42,1067.4
AAAA,2017,OCTOBER  ,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IPO,ZZZ,ZZZ,DLJ,BLU,B2303,4435.5,17,887.11
AAAA,2017,OCTOBER  ,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IPO,ZZZ,ZZZ,DLJ,BLU3UNO,B2303,12552,7,2510.401
AAAA,2017,OCTOBER  ,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IPO,ZZZ,ZZZ,DLJ,BLU,B2303,10960.5,28,2192.11
AAAA,2017,OCTOBER  ,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IPO,ZZZ,ZZZ,DLJ,BLU3RUW,B2303,9094.5,44,1818.91
AAAA,2017,OCTOBER  ,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IPO,ZZZ,ZZZ,DLJ,BLU,B2303,11179.5,24,2235.91
AAAA,2017,NOVEMBER ,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,RWCBA,B2303,376.5,1,72.79
AAAA,2017,SEPTEMBER,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,ENS,B2303,1404,3,243.36
AAAA,2017,SEPTEMBER,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,RWCBA,B2303,777,4,134.68
AAAA,2017,SEPTEMBER,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,RWCBA,B2303,4891.5,15,847.87
AAAA,2017,OCTOBER  ,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,RWCBA,B2303,1344,5,237.44
AAAA,2017,OCTOBER  ,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,JJF,RWAYRM6OFWYIBVQEVIFUNUSXQN,JJF,ZZZ,ZZZ,XGK,ZXD3CRZ,B2443,126,1,64.62
AAAA,2017,SEPTEMBER,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,RWCBA,B2303,876,1,151.84
AAAA,2017,SEPTEMBER,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,YQP,RWAYRM6OFWYIBVQEVIFUNUSXQN,YQP,ZZZ,ZZZ,DLJ,ENS3EUA,B2308,570,11,98.8
AAAA,2017,OCTOBER  ,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,YQP,RWAYRM6OFWYIBVQEVIFUNUSXQN,YQP,ZZZ,ZZZ,DLJ,OUE,B2308,141,3,46.17
AAAA,2017,SEPTEMBER,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,RWCBA,B2303,210,1,40.6
AAAA,2017,SEPTEMBER,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,ENS,B2303,1434,2,277.24
AAAA,2017,SEPTEMBER,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,RWCBA,B2303,1846.5,11,357
AAAA,2017,OCTOBER  ,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,RWCBA,B2303,1608,4,284.08
AAAA,2017,OCTOBER  ,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,RWCBA,B2303,2061,6,364.11
AAAA,2017,OCTOBER  ,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,RWCBA,B2303,10908,18,1927.08
AAAA,2017,OCTOBER  ,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,RWCBA,B2303,2200.5,11,388.76
AAAA,2017,OCTOBER  ,GIKLCJC,GIK3UOPAAZ0GNRKDSCIBJTJYDDMKEH,DUS,RWAYRM6OFWYIBVQEVIFUNUSXQN,DUS,ZZZ,ZZZ,DLJ,RWCBA,B2303,336,1,59.36
AAAA,2017,OCTOBER  ,VQDERJS,VQDER0BHR4OUC3WQUK3HUBMSDRSSS4FPRKMSBKLSW,XCZ,DAWJPNQEVIFUNUSXQN,XCZ,ZZZ,ZZZ,MGK,ZXD3CNF7ENS,B2391,3696,4,1552.32
YYYY,2017,NOVEMBER ,VQDERJS,VQDER0BHR4OUC3WQUK3HUBMSDRSSS4FPRKMSBKLSW,XCZ,DAWJPNQEVIFUNUSXQN,XCZ,ZZZ,ZZZ,MGV,ENS3PXZ7MNJ,B2455,3696,4,1737.12
YYYY,2017,NOVEMBER ,VQDERJS,VQDER0BHR4OUC3WQUK3HUBMSDRSSS4FPRKMSBKLSW,XCZ,DAWJPNQEVIFUNUSXQN,XCZ,ZZZ,ZZZ,MGV,ENS3CNF7ZXD,B2455,3690,4,1734.3
AAAA,2017,SEPTEMBER,LGRGZJC,LGR3UOPAAZ0MNGWVUHCG0MSDGNZOAZOFS,YOK,RWAYRM6OFWYIBVQEVIFUNUSXQN,YOK,ZZZ,ZZZ,DLJ,RWCBA,B2303,630,4,333.38
YYYY,2017,SEPTEMBER,LGRGZJC,LGR3UOPAAZ0MNGWVUHCG0MSDGNZOAZOFS,YOK,RWAYRM6OFWYIBVQEVIFUNUSXQN,YOK,ZZZ,ZZZ,DLJ,BUE,ZZZ,540,1,179.55
YYYY,2017,OCTOBER  ,FBLPPJC,GTU3OLS2ABG1REO0MSDGNZOAZOFS,YOK,RWAYRM6OFWYIBVQEVIFUNUSXQN,YOK,ZZZ,ZZZ,DLJ,ZXD,ZZZ,483,4,148.12
AAAA,2017,OCTOBER  ,DMKPCJC,DMKPCUU2LHGTJYDDMKEH,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IPO,ZZZ,ZZZ,DLJ,RWCBA,B2303,3435,4,927.45
AAAA,2017,OCTOBER  ,DMKPCJC,DMKPCUU2LHGTJYDDMKEH,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IPO,ZZZ,ZZZ,DLJ,ENS,B2303,2880,3,777.6
AAAA,2017,OCTOBER  ,DMKPCJC,DMKPCUU2LHGTJYDDMKEH,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IPO,ZZZ,ZZZ,DLJ,ENS,B2303,3588,4,968.76
AAAA,2017,OCTOBER  ,DMKPCJC,DMKPCUU2LHGTJYDDMKEH,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IPO,ZZZ,ZZZ,DLJ,ENS,B2303,2400,3,648
AAAA,2017,SEPTEMBER,DMKPCJC,DMKPCUU2LHGTJYDDMKEH,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IPO,ZZZ,ZZZ,DLJ,RWCBA,B2303,981,24,264.87
AAAA,2017,OCTOBER  ,DMKPCJC,DMKPCUU2LHGTJYDDMKEH,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IPO,ZZZ,ZZZ,DLJ,ENS,B2303,4680,6,1263.6
AAAA,2017,OCTOBER  ,DMKPCJC,DMKPCUU2LHGTJYDDMKEH,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IPO,ZZZ,ZZZ,DLJ,RWCBA,B2303,3619.5,14,977.27
AAAA,2017,NOVEMBER ,DMKPCJC,DMKPCUU2LHGTJYDDMKEH,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IPO,ZZZ,ZZZ,DLJ,RWCBA,B2303,2145,70,579.15
AAAA,2017,NOVEMBER ,DMKPCJC,DMKPCUU2LHGTJYDDMKEH,IXF,RWAYRM6OFWYIBVQEVIFUNUSXQN,IPO,ZZZ,ZZZ,DLJ,RWCBA,B2303,1885.5,4,509.09
